zip,city,state_short,state_long,county,country,timezone
501,Holtsville,NY,New York,Suffolk County,United States of America,America/New_York
544,Holtsville,NY,New York,Suffolk County,United States of America,America/New_York
601,Adjuntas,PR,Puerto Rico,Adjuntas Municipio,United States of America,America/Puerto_Rico
602,Aguada,PR,Puerto Rico,Aguada Municipio,United States of America,America/Puerto_Rico
603,Aguadilla,PR,Puerto Rico,Aguadilla Municipio,United States of America,America/Puerto_Rico
604,Aguadilla,PR,Puerto Rico,,United States of America,America/Puerto_Rico
605,Aguadilla,PR,Puerto Rico,,United States of America,America/Puerto_Rico
606,Maricao,PR,Puerto Rico,Maricao Municipio,United States of America,America/Puerto_Rico
610,Anasco,PR,Puerto Rico,Anasco Municipio,United States of America,America/Puerto_Rico
611,Angeles,PR,Puerto Rico,Utuado Municipio,United States of America,America/Puerto_Rico
612,Arecibo,PR,Puerto Rico,Arecibo Municipio,United States of America,America/Puerto_Rico
613,Arecibo,PR,Puerto Rico,,United States of America,America/Puerto_Rico
614,Arecibo,PR,Puerto Rico,,United States of America,America/Puerto_Rico
616,Bajadero,PR,Puerto Rico,Arecibo Municipio,United States of America,America/Puerto_Rico
617,Barceloneta,PR,Puerto Rico,Barceloneta Municipio,United States of America,America/Puerto_Rico
622,Boqueron,PR,Puerto Rico,Cabo Rojo Municipio,United States of America,America/Puerto_Rico
623,Cabo Rojo,PR,Puerto Rico,Cabo Rojo Municipio,United States of America,America/Puerto_Rico
624,Penuelas,PR,Puerto Rico,Penuelas Municipio,United States of America,America/Puerto_Rico
627,Camuy,PR,Puerto Rico,Camuy Municipio,United States of America,America/Puerto_Rico
631,Castaner,PR,Puerto Rico,Lares Municipio,United States of America,America/Puerto_Rico
636,Rosario,PR,Puerto Rico,San German Municipio,United States of America,America/Puerto_Rico
637,Sabana Grande,PR,Puerto Rico,Sabana Grande Municipio,United States of America,America/Puerto_Rico
638,Ciales,PR,Puerto Rico,Ciales Municipio,United States of America,America/Puerto_Rico
641,Utuado,PR,Puerto Rico,Utuado Municipio,United States of America,America/Puerto_Rico
646,Dorado,PR,Puerto Rico,Dorado Municipio,United States of America,America/Puerto_Rico
647,Ensenada,PR,Puerto Rico,Guanica Municipio,United States of America,America/Puerto_Rico
650,Florida,PR,Puerto Rico,Florida Municipio,United States of America,America/Puerto_Rico
652,Garrochales,PR,Puerto Rico,Arecibo Municipio,United States of America,America/Puerto_Rico
653,Guanica,PR,Puerto Rico,Guanica Municipio,United States of America,America/Puerto_Rico
656,Guayanilla,PR,Puerto Rico,Guayanilla Municipio,United States of America,America/Puerto_Rico
659,Hatillo,PR,Puerto Rico,Hatillo Municipio,United States of America,America/Puerto_Rico
660,Hormigueros,PR,Puerto Rico,Hormigueros Municipio,United States of America,America/Puerto_Rico
662,Isabela,PR,Puerto Rico,Isabela Municipio,United States of America,America/Puerto_Rico
664,Jayuya,PR,Puerto Rico,Jayuya Municipio,United States of America,America/Puerto_Rico
667,Lajas,PR,Puerto Rico,Lajas Municipio,United States of America,America/Puerto_Rico
669,Lares,PR,Puerto Rico,Lares Municipio,United States of America,America/Puerto_Rico
670,Las Marias,PR,Puerto Rico,Las Marias Municipio,United States of America,America/Puerto_Rico
674,Manati,PR,Puerto Rico,Manati Municipio,United States of America,America/Puerto_Rico
676,Moca,PR,Puerto Rico,Moca Municipio,United States of America,America/Puerto_Rico
677,Rincon,PR,Puerto Rico,Rincon Municipio,United States of America,America/Puerto_Rico
678,Quebradillas,PR,Puerto Rico,Quebradillas Municipio,United States of America,America/Puerto_Rico
680,Mayaguez,PR,Puerto Rico,Mayaguez Municipio,United States of America,America/Puerto_Rico
681,Mayaguez,PR,Puerto Rico,,United States of America,America/Puerto_Rico
682,Mayaguez,PR,Puerto Rico,Mayaguez Municipio,United States of America,America/Puerto_Rico
683,San German,PR,Puerto Rico,San German Municipio,United States of America,America/Puerto_Rico
685,San Sebastian,PR,Puerto Rico,San Sebastian Municipio,United States of America,America/Puerto_Rico
687,Morovis,PR,Puerto Rico,Morovis Municipio,United States of America,America/Puerto_Rico
688,Sabana Hoyos,PR,Puerto Rico,Arecibo Municipio,United States of America,America/Puerto_Rico
690,San Antonio,PR,Puerto Rico,Aguadilla Municipio,United States of America,America/Puerto_Rico
692,Vega Alta,PR,Puerto Rico,Vega Alta Municipio,United States of America,America/Puerto_Rico
693,Vega Baja,PR,Puerto Rico,Vega Baja Municipio,United States of America,America/Puerto_Rico
694,Vega Baja,PR,Puerto Rico,Vega Baja Municipio,United States of America,America/Puerto_Rico
698,Yauco,PR,Puerto Rico,Yauco Municipio,United States of America,America/Puerto_Rico
703,Aguas Buenas,PR,Puerto Rico,Aguas Buenas Municipio,United States of America,America/Puerto_Rico
704,Aguirre,PR,Puerto Rico,Salinas Municipio,United States of America,America/Puerto_Rico
705,Aibonito,PR,Puerto Rico,Aibonito Municipio,United States of America,America/Puerto_Rico
707,Maunabo,PR,Puerto Rico,Maunabo Municipio,United States of America,America/Puerto_Rico
714,Arroyo,PR,Puerto Rico,Arroyo Municipio,United States of America,America/Puerto_Rico
715,Mercedita,PR,Puerto Rico,Ponce Municipio,United States of America,America/Puerto_Rico
716,Ponce,PR,Puerto Rico,Ponce Municipio,United States of America,America/Puerto_Rico
717,Ponce,PR,Puerto Rico,Ponce Municipio,United States of America,America/Puerto_Rico
718,Naguabo,PR,Puerto Rico,Naguabo Municipio,United States of America,America/Puerto_Rico
719,Naranjito,PR,Puerto Rico,Naranjito Municipio,United States of America,America/Puerto_Rico
720,Orocovis,PR,Puerto Rico,Orocovis Municipio,United States of America,America/Puerto_Rico
721,Palmer,PR,Puerto Rico,,United States of America,America/Puerto_Rico
723,Patillas,PR,Puerto Rico,Patillas Municipio,United States of America,America/Puerto_Rico
725,Caguas,PR,Puerto Rico,Caguas Municipio,United States of America,America/Puerto_Rico
726,Caguas,PR,Puerto Rico,,United States of America,America/Puerto_Rico
727,Caguas,PR,Puerto Rico,Caguas Municipio,United States of America,America/Puerto_Rico
728,Ponce,PR,Puerto Rico,Ponce Municipio,United States of America,America/Puerto_Rico
729,Canovanas,PR,Puerto Rico,Canovanas Municipio,United States of America,America/Puerto_Rico
730,Ponce,PR,Puerto Rico,Ponce Municipio,United States of America,America/Puerto_Rico
731,Ponce,PR,Puerto Rico,Ponce Municipio,United States of America,America/Puerto_Rico
732,Ponce,PR,Puerto Rico,,United States of America,America/Puerto_Rico
733,Ponce,PR,Puerto Rico,,United States of America,America/Puerto_Rico
734,Ponce,PR,Puerto Rico,,United States of America,America/Puerto_Rico
735,Ceiba,PR,Puerto Rico,Ceiba Municipio,United States of America,America/Puerto_Rico
736,Cayey,PR,Puerto Rico,Cayey Municipio,United States of America,America/Puerto_Rico
737,Cayey,PR,Puerto Rico,,United States of America,America/Puerto_Rico
738,Fajardo,PR,Puerto Rico,Fajardo Municipio,United States of America,America/Puerto_Rico
739,Cidra,PR,Puerto Rico,Cidra Municipio,United States of America,America/Puerto_Rico
740,Puerto Real,PR,Puerto Rico,Fajardo Municipio,United States of America,America/Puerto_Rico
741,Punta Santiago,PR,Puerto Rico,Humacao Municipio,United States of America,America/Puerto_Rico
742,Roosevelt Roads,PR,Puerto Rico,,United States of America,America/Puerto_Rico
744,Rio Blanco,PR,Puerto Rico,,United States of America,America/Puerto_Rico
745,Rio Grande,PR,Puerto Rico,Rio Grande Municipio,United States of America,America/Puerto_Rico
751,Salinas,PR,Puerto Rico,Salinas Municipio,United States of America,America/Puerto_Rico
754,San Lorenzo,PR,Puerto Rico,San Lorenzo Municipio,United States of America,America/Puerto_Rico
757,Santa Isabel,PR,Puerto Rico,Santa Isabel Municipio,United States of America,America/Puerto_Rico
765,Vieques,PR,Puerto Rico,Vieques Municipio,United States of America,America/Puerto_Rico
766,Villalba,PR,Puerto Rico,Villalba Municipio,United States of America,America/Puerto_Rico
767,Yabucoa,PR,Puerto Rico,Yabucoa Municipio,United States of America,America/Puerto_Rico
769,Coamo,PR,Puerto Rico,Coamo Municipio,United States of America,America/Puerto_Rico
771,Las Piedras,PR,Puerto Rico,Las Piedras Municipio,United States of America,America/Puerto_Rico
772,Loiza,PR,Puerto Rico,Loiza Municipio,United States of America,America/Puerto_Rico
773,Luquillo,PR,Puerto Rico,Luquillo Municipio,United States of America,America/Puerto_Rico
775,Culebra,PR,Puerto Rico,Culebra Municipio,United States of America,America/Puerto_Rico
777,Juncos,PR,Puerto Rico,Juncos Municipio,United States of America,America/Puerto_Rico
778,Gurabo,PR,Puerto Rico,Gurabo Municipio,United States of America,America/Puerto_Rico
780,Coto Laurel,PR,Puerto Rico,Ponce Municipio,United States of America,America/Puerto_Rico
782,Comerio,PR,Puerto Rico,Comerio Municipio,United States of America,America/Puerto_Rico
783,Corozal,PR,Puerto Rico,Corozal Municipio,United States of America,America/Puerto_Rico
784,Guayama,PR,Puerto Rico,Guayama Municipio,United States of America,America/Puerto_Rico
785,Guayama,PR,Puerto Rico,,United States of America,America/Puerto_Rico
786,La Plata,PR,Puerto Rico,Aibonito Municipio,United States of America,America/Puerto_Rico
791,Humacao,PR,Puerto Rico,Humacao Municipio,United States of America,America/Puerto_Rico
792,Humacao,PR,Puerto Rico,,United States of America,America/Puerto_Rico
794,Barranquitas,PR,Puerto Rico,Barranquitas Municipio,United States of America,America/Puerto_Rico
795,Juana Diaz,PR,Puerto Rico,Juana Diaz Municipio,United States of America,America/Puerto_Rico
801,St Thomas,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
802,St Thomas,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
803,St Thomas,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
804,St Thomas,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
805,St Thomas,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
820,Christiansted,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
821,Christiansted,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
822,Christiansted,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
823,Christiansted,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
824,Christiansted,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
830,St John,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
831,St John,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
840,Frederiksted,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
841,Frederiksted,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
850,Kingshill,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
851,Kingshill,VI,"Virgin Islands, U.S.",,United States of America,America/St_Thomas
901,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
902,San Juan,PR,Puerto Rico,,United States of America,America/Puerto_Rico
906,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
907,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
908,San Juan,PR,Puerto Rico,,United States of America,America/Puerto_Rico
909,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
910,San Juan,PR,Puerto Rico,,United States of America,America/Puerto_Rico
911,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
912,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
913,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
914,San Juan,PR,Puerto Rico,,United States of America,America/Puerto_Rico
915,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
916,San Juan,PR,Puerto Rico,,United States of America,America/Puerto_Rico
917,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
918,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
919,San Juan,PR,Puerto Rico,,United States of America,America/Puerto_Rico
920,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
921,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
922,San Juan,PR,Puerto Rico,,United States of America,America/Puerto_Rico
923,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
924,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
925,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
926,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
927,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
928,San Juan,PR,Puerto Rico,,United States of America,America/Puerto_Rico
929,San Juan,PR,Puerto Rico,San Juan,United States of America,America/Puerto_Rico
930,San Juan,PR,Puerto Rico,,United States of America,America/Puerto_Rico
931,San Juan,PR,Puerto Rico,San Juan,United States of America,America/Puerto_Rico
933,San Juan,PR,Puerto Rico,San Juan,United States of America,America/Puerto_Rico
934,Fort Buchanan,PR,Puerto Rico,Guaynabo Municipio,United States of America,America/Puerto_Rico
935,San Juan,PR,Puerto Rico,San Juan,United States of America,America/Puerto_Rico
936,San Juan,PR,Puerto Rico,San Juan Municipio,United States of America,America/Puerto_Rico
937,San Juan,PR,Puerto Rico,San Juan,United States of America,America/Puerto_Rico
939,San Juan,PR,Puerto Rico,San Juan,United States of America,America/Puerto_Rico
940,San Juan,PR,Puerto Rico,,United States of America,America/Puerto_Rico
949,Toa Baja,PR,Puerto Rico,Toa Baja Municipio,United States of America,America/Puerto_Rico
950,Toa Baja,PR,Puerto Rico,Dorado Municipio,United States of America,America/Puerto_Rico
951,Toa Baja,PR,Puerto Rico,Toa Baja Municipio,United States of America,America/Puerto_Rico
952,Sabana Seca,PR,Puerto Rico,Toa Baja Municipio,United States of America,America/Puerto_Rico
953,Toa Alta,PR,Puerto Rico,Toa Alta Municipio,United States of America,America/Puerto_Rico
954,Toa Alta,PR,Puerto Rico,Toa Alta,United States of America,America/Puerto_Rico
955,San Juan,PR,Puerto Rico,San Juan,United States of America,America/Puerto_Rico
956,Bayamon,PR,Puerto Rico,Bayamon Municipio,United States of America,America/Puerto_Rico
957,Bayamon,PR,Puerto Rico,Bayamon Municipio,United States of America,America/Puerto_Rico
958,Bayamon,PR,Puerto Rico,Bayamon,United States of America,America/Puerto_Rico
959,Bayamon,PR,Puerto Rico,Bayamon Municipio,United States of America,America/Puerto_Rico
960,Bayamon,PR,Puerto Rico,Bayamon Municipio,United States of America,America/Puerto_Rico
961,Bayamon,PR,Puerto Rico,Bayamon Municipio,United States of America,America/Puerto_Rico
962,Catano,PR,Puerto Rico,Catano Municipio,United States of America,America/Puerto_Rico
963,Catano,PR,Puerto Rico,Catano,United States of America,America/Puerto_Rico
965,Guaynabo,PR,Puerto Rico,Guaynabo Municipio,United States of America,America/Puerto_Rico
966,Guaynabo,PR,Puerto Rico,Guaynabo Municipio,United States of America,America/Puerto_Rico
968,Guaynabo,PR,Puerto Rico,Guaynabo Municipio,United States of America,America/Puerto_Rico
969,Guaynabo,PR,Puerto Rico,Guaynabo Municipio,United States of America,America/Puerto_Rico
970,Guaynabo,PR,Puerto Rico,,United States of America,America/Puerto_Rico
971,Guaynabo,PR,Puerto Rico,Guaynabo Municipio,United States of America,America/Puerto_Rico
975,San Juan,PR,Puerto Rico,San Juan,United States of America,America/Puerto_Rico
976,Trujillo Alto,PR,Puerto Rico,Trujillo Alto Municipio,United States of America,America/Puerto_Rico
977,Trujillo Alto,PR,Puerto Rico,,United States of America,America/Puerto_Rico
978,Saint Just,PR,Puerto Rico,San Juan,United States of America,America/Puerto_Rico
979,Carolina,PR,Puerto Rico,Carolina Municipio,United States of America,America/Puerto_Rico
981,Carolina,PR,Puerto Rico,Carolina,United States of America,America/Puerto_Rico
982,Carolina,PR,Puerto Rico,Carolina Municipio,United States of America,America/Puerto_Rico
983,Carolina,PR,Puerto Rico,Carolina Municipio,United States of America,America/Puerto_Rico
984,Carolina,PR,Puerto Rico,Carolina,United States of America,America/Puerto_Rico
985,Carolina,PR,Puerto Rico,Carolina Municipio,United States of America,America/Puerto_Rico
986,Carolina,PR,Puerto Rico,Carolina,United States of America,America/Puerto_Rico
987,Carolina,PR,Puerto Rico,Carolina Municipio,United States of America,America/Puerto_Rico
988,Carolina,PR,Puerto Rico,Carolina,United States of America,America/Puerto_Rico
1001,Agawam,MA,Massachusetts,Hampden County,United States of America,America/New_York
1002,Amherst,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1003,Amherst,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1004,Amherst,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1005,Barre,MA,Massachusetts,Worcester County,United States of America,America/New_York
1007,Belchertown,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1008,Blandford,MA,Massachusetts,Hampden County,United States of America,America/New_York
1009,Bondsville,MA,Massachusetts,Hampden County,United States of America,America/New_York
1010,Brimfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1011,Chester,MA,Massachusetts,Hampden County,United States of America,America/New_York
1012,Chesterfield,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1013,Chicopee,MA,Massachusetts,Hampden County,United States of America,America/New_York
1014,Chicopee,MA,Massachusetts,Hampden County,United States of America,America/New_York
1020,Chicopee,MA,Massachusetts,Hampden County,United States of America,America/New_York
1021,Chicopee,MA,Massachusetts,Hampden County,United States of America,America/New_York
1022,Chicopee,MA,Massachusetts,Hampden County,United States of America,America/New_York
1026,Cummington,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1027,Easthampton,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1028,East Longmeadow,MA,Massachusetts,Hampden County,United States of America,America/New_York
1029,East Otis,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1030,Feeding Hills,MA,Massachusetts,Hampden County,United States of America,America/New_York
1031,Gilbertville,MA,Massachusetts,Worcester County,United States of America,America/New_York
1032,Goshen,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1033,Granby,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1034,Granville,MA,Massachusetts,Hampden County,United States of America,America/New_York
1035,Hadley,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1036,Hampden,MA,Massachusetts,Hampden County,United States of America,America/New_York
1037,Hardwick,MA,Massachusetts,Worcester County,United States of America,America/New_York
1038,Hatfield,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1039,Haydenville,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1040,Holyoke,MA,Massachusetts,Hampden County,United States of America,America/New_York
1041,Holyoke,MA,Massachusetts,Hampden County,United States of America,America/New_York
1050,Huntington,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1053,Leeds,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1054,Leverett,MA,Massachusetts,Franklin County,United States of America,America/New_York
1056,Ludlow,MA,Massachusetts,Hampden County,United States of America,America/New_York
1057,Monson,MA,Massachusetts,Hampden County,United States of America,America/New_York
1059,North Amherst,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1060,Northampton,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1061,Northampton,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1062,Florence,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1063,Northampton,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1066,North Hatfield,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1068,Oakham,MA,Massachusetts,Worcester County,United States of America,America/New_York
1069,Palmer,MA,Massachusetts,Hampden County,United States of America,America/New_York
1070,Plainfield,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1071,Russell,MA,Massachusetts,Hampden County,United States of America,America/New_York
1072,Shutesbury,MA,Massachusetts,Franklin County,United States of America,America/New_York
1073,Southampton,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1074,South Barre,MA,Massachusetts,Worcester County,United States of America,America/New_York
1075,South Hadley,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1077,Southwick,MA,Massachusetts,Hampden County,United States of America,America/New_York
1079,Thorndike,MA,Massachusetts,Hampden County,United States of America,America/New_York
1080,Three Rivers,MA,Massachusetts,Hampden County,United States of America,America/New_York
1081,Wales,MA,Massachusetts,Hampden County,United States of America,America/New_York
1082,Ware,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1083,Warren,MA,Massachusetts,Worcester County,United States of America,America/New_York
1084,West Chesterfield,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1085,Westfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1086,Westfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1088,West Hatfield,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1089,West Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1090,West Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1092,West Warren,MA,Massachusetts,Worcester County,United States of America,America/New_York
1093,Whately,MA,Massachusetts,Franklin County,United States of America,America/New_York
1094,Wheelwright,MA,Massachusetts,Worcester County,United States of America,America/New_York
1095,Wilbraham,MA,Massachusetts,Hampden County,United States of America,America/New_York
1096,Williamsburg,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1097,Woronoco,MA,Massachusetts,Hampden County,United States of America,America/New_York
1098,Worthington,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1101,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1102,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1103,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1104,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1105,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1106,Longmeadow,MA,Massachusetts,Hampden County,United States of America,America/New_York
1107,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1108,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1109,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1111,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1115,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1116,Longmeadow,MA,Massachusetts,Hampden County,United States of America,America/New_York
1118,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1119,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1128,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1129,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1138,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1139,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1144,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1151,Indian Orchard,MA,Massachusetts,Hampden County,United States of America,America/New_York
1152,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1199,Springfield,MA,Massachusetts,Hampden County,United States of America,America/New_York
1201,Pittsfield,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1202,Pittsfield,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1203,Pittsfield,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1220,Adams,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1222,Ashley Falls,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1223,Becket,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1224,Berkshire,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1225,Cheshire,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1226,Dalton,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1227,Dalton,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1229,Glendale,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1230,Great Barrington,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1235,Hinsdale,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1236,Housatonic,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1237,Lanesborough,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1238,Lee,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1240,Lenox,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1242,Lenox Dale,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1243,Middlefield,MA,Massachusetts,Hampshire County,United States of America,America/New_York
1244,Mill River,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1245,Monterey,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1247,North Adams,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1252,North Egremont,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1253,Otis,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1254,Richmond,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1255,Sandisfield,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1256,Savoy,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1257,Sheffield,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1258,South Egremont,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1259,Southfield,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1260,South Lee,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1262,Stockbridge,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1263,Stockbridge,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1264,Tyringham,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1266,West Stockbridge,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1267,Williamstown,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1270,Windsor,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1301,Greenfield,MA,Massachusetts,Franklin County,United States of America,America/New_York
1302,Greenfield,MA,Massachusetts,Franklin County,United States of America,America/New_York
1330,Ashfield,MA,Massachusetts,Franklin County,United States of America,America/New_York
1331,Athol,MA,Massachusetts,Worcester County,United States of America,America/New_York
1337,Bernardston,MA,Massachusetts,Franklin County,United States of America,America/New_York
1338,Buckland,MA,Massachusetts,Franklin County,United States of America,America/New_York
1339,Charlemont,MA,Massachusetts,Franklin County,United States of America,America/New_York
1340,Colrain,MA,Massachusetts,Franklin County,United States of America,America/New_York
1341,Conway,MA,Massachusetts,Franklin County,United States of America,America/New_York
1342,Deerfield,MA,Massachusetts,Franklin County,United States of America,America/New_York
1343,Drury,MA,Massachusetts,Berkshire County,United States of America,America/New_York
1344,Erving,MA,Massachusetts,Franklin County,United States of America,America/New_York
1346,Heath,MA,Massachusetts,Franklin County,United States of America,America/New_York
1347,Lake Pleasant,MA,Massachusetts,Franklin County,United States of America,America/New_York
1349,Millers Falls,MA,Massachusetts,Franklin County,United States of America,America/New_York
1350,Monroe Bridge,MA,Massachusetts,Franklin County,United States of America,America/New_York
1351,Montague,MA,Massachusetts,Franklin County,United States of America,America/New_York
1354,Gill,MA,Massachusetts,Franklin County,United States of America,America/New_York
1355,New Salem,MA,Massachusetts,Franklin County,United States of America,America/New_York
1360,Northfield,MA,Massachusetts,Franklin County,United States of America,America/New_York
1364,Orange,MA,Massachusetts,Franklin County,United States of America,America/New_York
1366,Petersham,MA,Massachusetts,Worcester County,United States of America,America/New_York
1367,Rowe,MA,Massachusetts,Franklin County,United States of America,America/New_York
1368,Royalston,MA,Massachusetts,Worcester County,United States of America,America/New_York
1370,Shelburne Falls,MA,Massachusetts,Franklin County,United States of America,America/New_York
1373,South Deerfield,MA,Massachusetts,Franklin County,United States of America,America/New_York
1375,Sunderland,MA,Massachusetts,Franklin County,United States of America,America/New_York
1376,Turners Falls,MA,Massachusetts,Franklin County,United States of America,America/New_York
1378,Warwick,MA,Massachusetts,Franklin County,United States of America,America/New_York
1379,Wendell,MA,Massachusetts,Franklin County,United States of America,America/New_York
